Title,reviews,stars
Outstanding customer service,GREAT SERVICE The ladies are very friendly and helpful,5
Love working with Southern finance they…,Awesome staff  very friendly staff   any issues and I need fast cash they are there to help,5
Covington Credit  in Sallisaw okla is…,The staff is wonderful in the Arlington tx location Miss Carla was very helpful,5
I have been doing business with your…,"My experience with Covington Credit has been awesome! Mr.Ed is an amazing person to work with. He is very knowledgeable and very friendly as well. If you find yourself in need of a little money, go to Covington Credit and tell them I sent you!!",5
GREAT loan company,Was quick and easy! And they are always helpful and polite. Wouldn't go with any other company!,5
Great experience everytime.,Beth at the Bristol office is AWESOME and Friendly She treats me very well 😊,5
I felt like a valuable customer and…,👍 great staff,5
They’re a group of courteous people who…,"I like going to Southern Finance. The people are nice there. Anytime I have been in a financial bind, Southern Finance has always came through for me. I recommend them to take of you and help you. Thank you, Southern Finance for being there.",5
Outstanding Professional service,Had a great experience at this location! Sherry was an amazing help.,5
They were very professional didn’t have…,I’ve used this place for a long time and they are all so friendly and professional. They have helped me so much when I needed it and I would trust them with all my financial needs.,5
I really appreciate Covington credit…,Great friendly people. Manager was helpful,5
Covington Credit has always been very…er,Very satisfied with customer service and the loan,5
Customer service is great the ladies…,"Amazing customer service, quick and friendly employees",5
Covington Credit located in McAllen,The staff is friendly and courteous and is there to lend a helping hand  in these uncertain times that we all are going through. Thank you to staff and a special thanks to Ms. Sonia,5
Excellent customer service,The staff here are super nice and very helpful I have been going here for 5 years always a awesome service and david the manager and Taylor are so quick and courteous will always go back here thank you for my wonderful and helpful service !!!!!!!!,5
Highly Recommend!…,The employee  that work there are polite and very helpful  friendly  people I enjoy doing business  with them,5
I come in y'all are nice to…,"The ladies there are wonderful! Very clean, organized, fast, and friendly!!",5
Opportunity to extend loan came at just…,Everyone was considerate and very nice I have no complaints and I was very satisfied and I will tell anyone who need cash to go to Covington thank you all very much,4
1 word EXCELLENT,"Amanda Jones Is An..,"" AWESOME HUMAN BEING&PROFESSIONAL"" SHE Goes OVER&BEYOND HER BEST To Provide EXCELLENT CUSTOMER SERVICE&She's ALWAYS There To ""TEACH,TRAIN&PREPARE HER STAFF For GREATNESS In Order For THEM To MOVE UP!!"" AMANDA JONES&HER STAFF Are The TRUE Definitions of ""CUSTOMER SERVICE!!""",5
They were great,Jason and Charlene are the best!!   These two have ALWAYS the greatest customer service. I will always refer people to them!!,5
Very easy and quick,"Everything went wonderfully. Thank you, this time, especially to Vi (? was it ?) and really, too, thanks to everyone at my Covington for taking care of me.  sincerely, chris...",5
Myrtle Beach SC is the best location,"So have used southern finance multiple times in Myrtle Beach. Jessie, Donna, and rest of team go above and beyond. Thank you so much for always taking care of me as a customer and treating me like a part of your family.",5
Thank you to all the ladies in the…,"Everything went smoothly and upgraded, because everything was done online.",5
Great Place to Get Cash,"LaToya was very nice when I called and then next day when I came in. Streamlined, easy professional process. Would highly recommend their services.",5
Awesome staff and great customer service,Carol and her team are awesome.  They are very helpful. If you need money come and see them.,5
Very helpful...,I've  only been with Covington a little  while and the customer service was great I want to renew my loan back in MayAnd I got a little impatient but the young lady still showed good customer service I finally got my renewal after thinking about what happened I was ashamedSo the Huntsville staff is the bomb.... and so here it is August I was patient and the ladies was great and I renewed it it was awesome keep up the good work you guys😊,5
Never had any problems with them...They…,The process is fairly simple with a little technical knowledge. There is less interaction for the established customer as I am. The down fall to loan is the high interest rate.,5
Well I was thinking about renewing my…,"Everyone is always nice, and I always feel good when I leave.  They explain everything so there is no confusion. I love doing business with them.",5
Great customer service and friendly…,"in the Lawrenceville, Ga office, they were very professional and attentive, the treatment very respectful and friendly.  The loan was quick and easy, thanks to everyone, especially Mr. Welby Gomez.",5
Ladies were great made you feel at home…,The service is very good and the associates are very pleasant and very helpful.  I appreciate the services that they offer,5
They helped me out when I really…,"Excellent, very polite and answered my questions and needs",5
Great place,Covington credit has helped me in my toughest times. Thank you! I recommend them to anyone.,5
Staff is professional,So i received a check a little over a year ago and i was absolutely suprized by it.this opertunity came at a time we were struggling and your generosity gave my family time to regroup and get back on track.and the people you have representing your corpus branch....priceless recently i was able to up my loan and refinance quick and easy took me 3 min to sigh and out the door....easy simple professional and really a family fell something the world has lost ..thank you i will continue to be a loyal customer blessings to you all,5
Very professional Bonnie is awesome.,Josie at Covington Credit in Troy AL is,5
Covington Credit has always been very…,The ladies at Covington Credit were very friendly and fast. My husband and I came in and we were out in about 10 minutes. They have reasonable payback prices. I will go there again if I ever need another loan.,5
I feel blessed by the treatment l have…,I always have a great experience whenever I go to Covington credit. They are very warm and friendly 😀,5
They are always informative helpful and…,"My experience is always great when I come. The staff is very friendly,it also love the vibe when you go in or call",5
The Covington in Jackson Tennessee is…,"They are great, they really work with you and help in any way they can.",5
Port Lavaca TX Covington Credit…,I came in to the office today and Tabatha and Dakota were the sweetest girls and very helpful! I would recommend them to anyone!,5
Quick easy and convenient always…,Each and everyone is absolutely kind and sweet. Always willing to go that extra mile to make sure all needs are met.,5
I just love the customer service at…,Customer service was excellent and very Professional,5
Covington Credit was AMAZING!!,Wonderful place and good staff. If misty can’t do it nobody can .,5
Covington have been very helpful the…,Wonderful fast and professional service! Ashley is a wonderful person to work with and always does her best in helping with your needs!,5
Thank you Laura,Dee and Kristen are amazing they were so nice and very welcoming they walked me through everything and I will definitely be sending my friends here if they are in need of a loan !,5
Just wanted to say that Sandra was…,Always kind and very helpful.  Would highly recommend the cleveland office.,5
I absolutely love the ladies at…,Pleasant employees. So friendly and personable.,5
I like the way they keep me informed…,The customer service that I received was excellent Maria is a jewel I love doing business at CovingtonThanks Sharon,5
Thank you  you guys really are awesome…,I've always had a great experience there. I have no complaints.,5
They wets nice and family they…,The staff is absolutely wonderful they do everything anything just to do their job to make you happy. I  Highly recommend. You to go here and get A loan Thank you covington,5
Always willing to help.,"I have been dealing with Southern Finance in West Ashley for a few years now. I have never had a bad experience and they have always been very friendly and helpful to me. I am grateful they were always able to help when I needed it most, when I had been turned down elsewhere.",5
Stress free and simple,Easy process. Would use again.,5
My experience was definitely on a…,Outstanding service and Scott was extremely helpful with my transaction,5
Covington Credit was AMAZING!,I was treated really nice. I believe i was helped by Erica she was very nice and friendly.,5
Lety and the whole staff at Covington…,I love when Dolores and the staff help you out when you need help,5
Great customer service they helped me…,The most amazing bunch of girls I have ever had the pleasure of dealing with.,5
The staff are so nice and they will…,The customer service was wonderful I would recommend someone to Covington for a loan they did everything they could in a good manner so I thank them,5
Awesome way to get your loan,Awesome.Very nice and polite cheerful people will help you get what you need fast and in a hurry. Good People,5
One of the most nicest cleanest…,"Very good customer service, love that service is fast and easy never had any problems",5
Fast and easy to use,"Agnes is great, she friendly and welcoming. She took great care for me and help me with a smile.",5
Lily was very helpful and caring she’s…,I had a great experience with them they got me approved quickly. Thanks Quick credit.!!!,5
They do a Great Job at this Branch!,"Would recommend, customer service is good",5
Covington credit in Dyersburg is great,The second time around is even better 😊they took my info on the phone and said give me about 20 minutes and she call me and said come anytime.....that was great the staff was Great everything went just right thanks to my girls at C C.♥️,5
Covington Credit staff is always…,"Sharon, is the greatest! Of course all of the staff is friendly and ask to help when you come in. Sharon makes you feel like your family. Curtious, helpful. When my dog needed surgery she help me get the funds I needed . I have a special place in my heart for the girls in the Alexander City office They all stayed over a couple of minutes, so I could get there to pick up the check.",5
Called and found out I had money…,I have had nothing but good service from Covington for as long as I have been a customer. I would recommend them to my family and friends,5
Great Customer Service!,All information was not given prior to picking up my check. I was never told about new policies and I had to sign and give more information then expected. Thankfully it wasn’t too long and I made my appointment.,5
Everyone in the office was courteous…,It’s a great place to get cash even whn you are behind they work with you to give you the best experience,5
"First of all I wasn’t to happy about…not accepting cash anymore, and removal of my local branch.","I made my regular payment on Friday the 29th. around 4pm.While there in the office I went ahead and renewed my loan to get back some extra cash.The loan preparation and finalize the contract went okay..but after signing everything and giving my account information to send the money to, I still haven't received the funds in my checking/debit card account.It's now Monday August 1st 11:30am. Nothing/no money is still showing in my account.Updated TUESDAYFunds received into checking/debit account on Monday afternoon.",5
I want to thank the Management from…,Paul provided excellent customer service.,5
Thankful,You heard from me!! Please go see Ms. Vicki at Covington Credit if you are in need for a personal loan. Awesome place to do business.,5
Waiting on pennies,Awesome help at the Harvard office very helpful and good customer service,2
Mrs. Lee,"Very professional,  swift process! Great staff  and competitive rates. I highly recommend Covington Credit!",5
The ladies that work in the Sylacauga…,"Josie, was very nice and handled my financial situation with ease and very quickly.",5
Would recommend,Very nice and understanding staff. I would recommend Covington Credit to all my family and friends.,5
Everybody is so professional and so…yes everybody is so professional,Very efficient with prompt action. Representative was very helpful and patient,5
They are two wonderful women!,The staffs was amazing the store manager there she helped me and took care of me giving me this opportunity to build my credit up,5
Always a great experience,It was fast and easy. Please give them a try.,5
Service,Excellent and quick application process and time. Linda is awesome!,5
Professional,Always 5 star customer service!,5
Amazing Service!!,I love everyone there because they are very nice at the Texarkana Texas place,5
Fast efficient friendly associate…,Renee was terrific and quite speedy in re-doing my loan.  She was extremely knowledgable and had everything wrapped and ready to go in a short amount of time.  She's very good to work with.,5
Summer was very helpful with…,"Went in to renew and the staff was awesome, courteous and friendly. Very quick service and enjoyable.",5
Love the ppl here friendly,The staff at the Troy locate is awesome. Thanks for always ready to assist me.,5
Jason is a great manager,"Mrs. Stephanie was great! She has excellent  customer service, very understanding & helpful. Got loan ready fast.",5
Great service and great options,Mrs. Veronica is the best she makes the magic happens.thanks for being so wonderful.,5
Very helpful and professional staff Haley Frazier she was so very helpfu so professionall,"Rachel was, as always, very, very helpful and pleasant. All was handled quickly and easily. Covington is my go-to spot when I hit a bump in the road.",5
I went to Covington Credit 938 East…,Yes good customer service and fast answers to been approve 👍,5
Great customer service fron Shannon.,Excellent staff members very professional and friendly.,5
A few surprises,I really love this store and they are very friendly and very helpful to my needs. They really do all can to help all of us.,2
These women are amazing and very…,Very nice and respectful recommends anyone to go there,5
I am a long time customer and I keep…,Fast money and excellent customer service.,5
Great company for loan been with them…,COvington is a great place to do business. I would recomend Covington to any one especially David.  Thank you.,5
I have been with them since 2020 Edmond…,Great costumer service-very helpful to my needs,5
Getting what I need has never been…,"The family, I say family because they work as a unit’, are always helpful and right on time. They have simplified the application process for us non-technical humans, which is a big plus for me.",5
Great service and people.,I had a great experience with the Center point office.  The staff is very helpful and friendly.,5
Positive vibe,"Tara and Monica were very sweet as we were waiting to get approved for our loans. Very nice staff, and easy to get approval. ❤️❤️",5
Great service,Been trying to refinance my loan since July 18th.they say they keep sending me the email to do so but I’ve checked my spam folder and all incoming emails and the only emails I get are asking how my visit was.then they called to say they have the Esign ready to review and sign but it wasn’t ready.basically spent all day on phone with them when I should have been sleeping due to me working nights.I went to work that night with zero sleep.and I have the kind of job that if you get caught sleeping your fired,5
I just want to give a great big Thanks…,I've been with southern loan's for about  3 years and very satisfied with this company,4
Excellent quality service,Ashley was very helpful and made the process a breeze!,5
New person very professional and what…,The staff is always nice as well as prompt and professional! We were recommended to Convington Credit and they have been great to us since day 1.,4
A good custom service and a good …,"I Love the staff at Quick Credit, they are always friendly and willing to help you",4
10/10 recommended!!,Kayla was very nice and helpful. They are always willing to help me.,5
Thank you so very much,My experience has always been great with them. I've only dealt with Mrs. Amanda as she is truly dedicated in helping solve any issues and keeping things on track...Highly recommend using them for loans...,5
My experience was simply amazing!,I had a wonderful experience. The people in the Jasper AL office are always so friendly and helpful. I will definitely continue to use them when I need financial help.,5
They are always very friendly and…,The employees  in the office in Alice TX were very helpful and courteous. Mr. Joel Ynfante was a very polite person. I look forward to doing business with them for awhile.,5
Good customer service,My experience was excellent the person that I was talking to was very understanding and very helpful,4
The employees are wonderful & very…,"The staff is great, Becky is a big help. I have no complaints, they are all very professional. Very happy with the service I received.",5
Lety Ramirez is so helpful and has a…,The staff (Lexi and Sharon) were very professional and courteous. They explained everything in very well details. This is my first time visiting Covington Credit and I feel as if I've known them forever. I would definitely recommend others to visit them as well. Thank you ladies.,5
Will make it possible to get the money…,Everyone is very friendly with Great Customer Service skills! I’m glad to be doing business with Covington! Keep up the good work!,5
I really enjoy using your loan company…,Good people and good skills well mannered Office on Broadway Blvd,4
Everyone there is so awesome,"Armando is an excellent manager of the Mesquite, Tx location. I was experiencing a financial hardship and he helped me over the hurdle. I highly recommend!",5
Excellent company,I really like the way they take care of you when you need them Thank you all for your help and I enjoy being your customer,5
Everyone we've gone through with…,"The credit counselor was informative, polite, and very helpful. I felt comfortable during the entire loan process and was extremely satisfied with the timeliness and professionalism.",5
Very pleasant and easy to work with,Ron at the McKinney location was super helpful and very friendly. Definitely appreciated the outstanding customer service!,5
The team is awesome!,"I, have Alway's had the highest & best experiences at the Center point location.The Manager is Very Professional, Friendly & Very Personable. The Associates demonstrate the same Qualities!!!",5
Where real people help others succeed.,I have been dealing with Covington credit for a while now and very happy with the staff.  MR. Ed is a very professional and a fine Manager he is very considerate and friendly and always goes the extra mile to make sure that you get the best treatment and leave with a smile on your face. i have known ED way prior to Covington and he always treated me professionally and with respect he is above the best.,5
Always fast and extremely great service!,The agents at my Oklahoma City location of Covington Credit are the friendliest most helpful people. In over 2 years with them I can honestly say I have not had a bad agent.  They are ready to help.  Thank you Covington Credit.,5
Funeral,"Crystal is the best. She is a very sweet young lady, and super helpful!!!",5
"Newberry, SC. Quick Credit",Very satisfied with customer service very friendly didn't have to go to the branch they send me the papers by email I signed and return and money was sent  to my bank account.,5
I am trying  to pay my loan note online…,The staff was very friendly. They helped me out in a time of need. It was a blessing. I will refer you to all my friends and family. Thanks again,1
Excellent store,"Seem to be nice ppl. Sometimes I while in the phone I feel as though some employees aren't having a good day. But I'm quickly over that. Also the interest rate is so high. We borrow because we need help. So, such high interest rate is hard on already Poor people.But really, I do appreciate you guys helping me.",5
The people at Covington are the best,"The manager Mr. Dunbar is very respectful and caring. It’s not just about giving you a loan, he actually cares about his customers. I really appreciate you. If your looking for a personal loan I would definitely recommend Covington credit in Stone Mountain, Ga. Both Mr. Paul Dunbar and Ansonia Young were both very pleasant and helpful towards me! Thank you! A happy customer!",5
I love Covington Credit,"Prompt,courteous, hands on,polite, and extremely professional, I would recommend  y far Emily to be one of the most exceptional benefits of becoming a borrower of covington credit",5
They were super nice,They like to get to know their customers. Nice friendly positive energy.,5
This is the first time I've done…,"I thought it was a quick and easy process renewing all by text & email, a lot safer due to COVID outbreak but, they are there when needed. A special thank you to Brittany from the Harlingen, TX branch she has such a wonderful attitude makes anyone want to go back just to have a conversation with her & her smile and bubbly attitude makes your day. Thank you for employees like her.",5
Dory is a friendly person and provides…,Love the staff here they always help me and my husband with our financial needs,5
I've been borrowing from them for…,"They were very helpful and explained about how much I could get what I would owe plus was able to skip a month and I was able to do it online in my email, they all were so kind and it is like you are dealing with a friend ~ Thank you",5
Great customer service,Heidi took very good care of me when I went in yesterday. She was super friendly and answered all my questions. She really made the whole experience easy,5
Sherry Morales was amazing and helpful!!,I had a welcoming experience in Brewton yesterday. The women are always nice and respectful.,5
Ive always been against loans but then…,Melanie was a great agent. She provided excellent customer service. We need more of this kind of service. Thanks Melanie Turners,5
Jamie was awesome,"I was asking God,I need you,July 25,2022 talking to him.and God showed me True Vision that I was going get a call from yall it was money.it came pass July 26,2022 I got a call 📞 from  manager. So I went to covington credit went in,told them about God showed me. Blessing I needed so,True...I welcome Family&Friends come on in,where God had open up a bless business covington credit, come on in Family&Friends I'm so graceful,receive a blessing so,True graceful for God direction and direct me too.covington credit place of business, come on in get a loan Family&Friends, bless business",5
My experience,Brandi was very courteous and professional in explaining and helping me to receive my money.,5
Awesome company and employees to work…,The service was great! Arletta and Rhonda really worked with me as a college student and got me the best deal for a loan!,5
Covington is the Bomb.com!!  They are there when you need them very helpful. A+ all the way!!,I've been dealing with the Selma AL office for about 10 years. I've always been treated with respect and there's never a time that I wasn't assisted. Covington credit has been a big help to me for a decade and I will continue to do business with them. The employees are very professional and they get you the money you need.. Thanks a lot.,5
Staff were very prompt and…,"I love the lady’s there in perry ga they are super nice and friendly. They know how to deal with people who have a attitude without being rude. My first time I was mean but they acted like there was no problem a handle me like I was the nicest person in the world. So yes I tell everyone to go to them . So thank y’all so much for having such great people working for y’all and ps these lady really need a raise cause they deal with a lot . Thank you . Amber, Patricia,and Renee y’all are the best .",5
Nice service and fast approval,They was super friendly and went above and beyond on service working with us and our needs....girl was in training did awesome I highly recommend the company to others,5
Great Customer Service,"The process was easy. The personal were friendly, attentive and professional.If you help.. they will do all no they can to assist you.  Give them a call!!!",5
It was so easy and quick,When I walked in Rebecca had everything ready to process. She was very nice and helpful. Great customer service,5
Fast friendly service !,Great friendly staff . Manger was real helpful,5
GREAT SERVICE The ladies are very…,"New staff at Southern Finance in Spartanburg,S.C. are great.This is a huge improvement over last ones.People are friendly and polite.Last ones were vulgar and very offensive.Thanks for the change,was ready to close my account.",5
Awesome staff  very friendly staff  …,The service was reliable and prompt. All of my needs could be serviced over the phone.,5
Service was great,The experience was very professional and fast.,5
The staff is wonderful in the Arlington…,Very polite and easy process. Thank you. Appreciate the service,5
Covington Credit Enterprise Al,It’s such a quick and easy process and the staff is so nice.,5
Was quick and easy,"My experience was quick and professional, very polite.",5
BETH IS AWESOME,"I brought all information required but they wouldn't accept so I had to go to bank and have my statement printed. As I receive ALL my mail in a post office the bank was nice enough to go in and change my post office box to show my street address, printed it out and also wrote a letter snd notorized it to show that I live at street address but receive all my mail at p.o.box. Then they went back into the system and changed it back to reflect correct mailing address as p.o.box. it took me 45 minutes to go to bank and process this and drive back to Covington. I needed the money or I would have chosen a different route.",5
Great,Very knowledgeable staff! Friendly and quick really appreciated the promptness. Thank you,5
Good customer service,I am always treated with respect when I am there. The staff is always friendly.A big thank you to Corri Reynolds in Sherman Texas branch. She was a very big help to me.,5
I like going to Southern Finance,Thank you for being there for me and helping me out!,5
Had a great experience at this…,Very satisfied excellent customer service,5
Excellent customer service,I have been dealing with Southern Financial over ten years and I have never had a problem with them. Keep up the good work be back before Christmas .You guys are awesome 👏,5
I’ve used this place for a long time…they are amazing!,"I've gotten great help&understanding from Ryan..I don't know the others bc I dnt care too...Ryan gets the job done,&satisfaction guaranteed....GOD BLESS AMERICA 🙏🏾",5
Thank you great staff,Continually providing the assistance needed to further my goals.,5
Thank you for your help,"Kelly and Carol in your gaffney office, are always a joy. The process is quick, easy and can handle right over the phone. They email the documents, you sign, and money is deposited into your account swiftly. You don't even have to go into a branch. I was away out of town and was able to get the money I needed. Thanks quick credit for all your help.",5
Great friendly people,"Great costumer service ! Friendly and professional atmosphere, would recommend to anyone .",5
Very satisfied with customer service…,"I got excellent service from Trinity in the Okmulgee, Ok office.",5
Amazing customer service,"I just love this location, everyone is so friendly here. Narissa is awesome, she’s a gem.",5
The staff is friendly and courteous and…,Well l am glad l hope they got their soft ware taken care of.,5
My experience here,"I renewed my loan at the Bessemer AL location. London was very nice, knowledgeable and processed my loan quickly. I would definitely recommend Covington Credit to a friend.",5
Very friendly  and polite employee  I love doing business  with them,Experience was quick and easy. Staff was courteous and friendly.,5
The ladies there are wonderful,Ms peggy was awesome very kind and so sweet I enjoy doing business with them,5
Everyone was considerate and very nice…,Awesome staff and fast easy and quick service.,5
TRULY AWESOME,Totally awesome experience will always be a customer friendly customer service and  very informative  thank you so much,5
Jason and Charlene are the best!,I have been doing business with them for over a year and everyone has been great always ready to help in any situation.I've had nothing but a great experience with southern finance.God bless them all,5
Everything went wonderfully,"Amazing Customer Service I renewed my loan at the Quick Credit Murfreesboro location, each of the the ladies in this office are truly “Amazing “. They are very friendly, helpful, knowledgeable and polite. I enjoy speaking with either of them & they go above and beyond to ensure I’m a satisfied customer. I appreciate their thoughtfulness and willingness to assist me and they do this in a respectful manner.",5
My visit was Great.,The beautiful young lady was very courteous,5
So have used southern finance multiple…,"It was fast and easy process, staff was great and very helpful. Greet with a smile and willing to help.",5
Everything went smoothly and upgraded,Service was fast and good.  My administrator was fantastic.  Your new technology made everything easy!,4
Quick and very friendly,"Great customer service!I actually went bcus my friend wanted to do a loan but she's owes. Well, so I decided to try it out and you all were very helpful specially now school right at the corner..",5
LaToya was very nice when I called and…,"My experience at Covington Credit was easy and the staff was very friendly and very professional, my loan was secured even before I arrived, the young lady that worked with me had such a pleasing personality, I will not hesitate to do business with them again.",5
Carol and her team are awesome,"Mae(Moncks Corner S.C.)  is ALWAYS helpful,courteous, and honest. Never takes long to get things done.",5
I've  only been with Covington a little…,"Always friendly, excellent customer service.  I will continue to use Covington Credit in Newnan when needed.  I highly recommend them.",4
The process is fairly simple with a…,"The worker's there always go above and beyond to help you,they all are great.👍",4
Everyone is always nice,I am very dissatisfied with my service.  As of the 20th I refinance my loan and have not received my money yet to my account no one can answer me from the office located in Columbia South Carolin at assembly street. The manager is Niki.  As of today July 22nd my money is not in my account I am not satisfied I will file a complaint further steps will be taken,5
in the Lawrenceville,"I went to refinance, all went smoothly and I got back more than I had expected. The people are very professional and nice.",5
The service is very good and the…,I have never felt more welcome by a finer group of folks. They make me feel important and my needs matter.,5
Excellent,They are very  helpful and courteous all the time.,5
Covington credit has helped me in my…,Super helpful and friendly.  They make process very user friendly.  Great people,5
So i received a check a little over a…,All the people here are great. Very professional. Would definitely recommend them to anyone.,5
The staff was really nice and helpful.,"The ladies were so helpful and Kind, Very easy to work with and got the amount of loan I needed. Thank you so much Glad to see a Smile on their faces.",5
Thanks it was great 👍,"Miss.Cole was very knowledgeable and Very Helpful !! Even though we were over the phone I could since the sincerity in her voice and that goes along way with being in a Customer Service Job GOD Bless Her !! You""all are Blessed to have Her as an Employee !!!",5
Josie at Covington Credit in Troy AL is amazing and super sweet. I love her and highly recommend her or Traylen. They are the best place to go,Applied for loan. Good customer service. Listened to my needs.,5
The ladies at Covington Credit were…,Was greeted as soon as I opened the door. I went in to renew my loan. Was given three options to meet my needs. The whole process took less than 15 minutes. Thank you for all that you do.,5
I always have a great experience…,I redid my contract by phone text. It was easy to use and it didn't take long. The money was deposited in a timely manner. The person I talked to was courteous and made sure I understood what to do.,5
My experience is always great when I…,Great company! The store manager Ms.Tequilla was very nice & helpful. She got me in and out in a timely manner & made sure I understood everything.,5
Great service,The loan person explain thoroughly and professional.,5
I came in to the office today and…,This by far the most reliable company I have ever dealt with. Sonya and her staff have really done so much for me with the loan process and I have come back numerous times to renew it and will continue to do so.,5
Simple amazing staff,Very friendly and professional staff that makes you feel welcome.,5
Customer service was excellent and very…,"Prompt, gracious and easy.",5
Wonderful place and good staff,"Very simple process, everything was done remotely!! I appreciate Tim's assistance through this process.",5
Wonderful fast and professional…,Awsome place. Always nice and professional,5
Dee and Kristen are amazing they were…,Excellent and fast service,5
Always kind and very helpful,My consultant Jennifer.S.  Was very helpful and informative not to mention a very quick and easy transaction .,5
Pleasant employees,It was quick fast and easy took less then a hour they were very friendly,5
Honorable True business…,I’ve had this loan for a few years They have always been there when I needed them and thank God for Latoya,5
I've always had a great experience…,Wonderful Wonderful Wonderful staff at the Gaffney office help me with all paperwork rite over the fone thank yall so much,5
The staff is absolutely wonderful they…,Enjoyed doing business with you guys. Always a pleasure.,5
Very helpful and friendly staff,The employees make sure you feel welcomed and valued. Plus they all have a wonderful sense of humor. You can tell they enjoy their job.,5
😁😁,I have used this loan company for years. I have never had any problems or issues. They are one of the best loan company’s around.,5
Outstanding service and Scott was…,There is Never a dull moment with the worker's at Quick Credit Two Notch Rd.  They are friendly and real. I have given many friends reference.  May God continue to bless all of them.  Mrs. Susan Taylor,5
I was treated really nice,Went in to renew my loan. Was greeted cheerfully and was taken back for my loan as soon as Jason finished with the person he already was working with. He was courteous and was thorough. He was personal with me and listened to all my questions and answered all of them.,5
I love when Dolores and the staff help…,Staff was friendly and helpful. They took care of my needs and I am very grateful,5
The most amazing bunch of girls I have…,"Awesome customer service, did not have to go into the store, agent did everything over the phone and money was deposited into my account the same day!",5
The customer service was wonderful I…,I love doing business with the friendly staff at the Asheville Hwy location. They are super helpful and understanding. The process is always fast and easy and makes my life so much easier. Thanks,5
Good People,"Staff is professional, well trained, and friendly",5
Very good customer service,Great customer service. Always ready to help you when needed. I luv these girls n guy lol. Thank you all for being awesome.,5
Agnes is great,"Ron helped me and we were having technical difficulties on getting the loan documents signed, so he asked could I come in and he would just write me a check. He was very professional.",5
Everyone is very friendly,"Quick, simple and to the point.",5
I had a great experience with them they…,Thank Y’all For Being So Patient With Me & So Helpful To Me I Really Appreciate It.,5
Would recommend,Very polite and friendly. Quick in and out with a loan that makes life much easier,5
The second time around is even better…,"The employees are always friendly, the environment is pleasant and David has always been a great man to do business with!",5
Sharon,I'm s first time customer at the Brownsville location and the process was incredible. The customer service was very warm and inviting. Very much appreciated.,5
I have had nothing but good service…,The service is extremely good and fast and nice people thank you for your service,5
All information was not given prior to…,"Jesse is great to work with,  he took care of all my needs quickly. Always satisfied.",1
It’s a great place to get cash even whn…,I needed quick cash for an unseen emergency. Quick credit was able to help me with one phone call. I got funds the next day. Thank you Quick Cash !,5
I made my regular payment on Friday the…,Had a loan refinanced and had no problem with the request. By the time I arrived at the office everything was ready just for my signature. Manager has been extremely helpful and knowledgeable about the transaction.,3
Paul provided excellent customer…,Staff is very Professional and helpful explained everything,5
You heard from me!,Quick credit is awesome! Staff was super friendly and they go above and beyond to help people. I recommend to everyone to try them out!,5
Awesome help at the Harvard office very…,Wonderful staff and great customer service!!,5
Great Experience,"Great people, great customer service. Never had a problem with them and I’ve been seeing them for over two years now.",5
Quick and Easy,Covington has always been my go place. The Customer Service is great! I think the best of Covington and will recommend all of my friends.,5
Very nice and understanding staff,The staff is always pleasant and willing to assist you regarding your questions and needs. Definitely 1st rate experience!,5
Very efficient with prompt action,Personal was very helpful and service fast and easy,5
The staffs was amazing the store…,The staff here go out their way to help you. 5 stars to them!,5
It was fast and easy,Always professional and knowledgeable.. great customer service,5
Excellent and quick application process…,The staff on Berry St in Fort Worth are so kind and helpful.  They are very friendly and personable.,5
Amazing,I don't have any complaints they have always been super nice to me and when ever I needed some help they was always there for me. I would recommend them to all my friends and family.,5
I love everyone there because they are…Texarkana texas,"I ALWAYS HAVE A GOOD EXPERIENCE THERE! APRIL AND TAMMIE GO BEYOND DUTIES, TO TAKE CARE OF THE CUSTOMERS!!",5
You can trust Renee,Channel was wonderful. She had me in and out of the office extremely quick. I would love dealing with her all the time.,5
Went in to renew and the staff was…,Covington Credit is a life saver always right on time,5
They are Fantastic!!!,"Kind, friendly professionals help when u need them",5
The staff at the Troy locate is…,"Laura was excellent as the staff has always been nothing but professional and kind.  Always answers my concerns.  It is a pleasure doing business with this location. As I said, excellent staff as well as service!",5
Mrs. Stephanie,The staff was very friendly and amazing. They were able to help me get the Lon amount I needed. Jade and Hannah are the best.,5
Mrs Veronica at Southern,I never have a problem.  Everyone in Brewton Alabama is so nice. Customer service is great.,5
Good service very helpful fast and easy,"I have just started working with Covington Credit and am completely satisfied with their services.  Beth, the associate there seemed to really go above and beyond to understand our needs.  They were very friendly from the minute I stepped in the door!",5
Customer service is incredible,Very Professional. Customer Service Is Excellent Every Visit! Thanks So Much For All Your Help! Perfect Timing!,5
Yes good customer service and fast…,They are friendly and courteous they understand when you can't pay on time I love them,5
Excellent staff members very…,Easy to get a loan. The employees were nice and very helpful.,5
I really love this store and they are…,"They were kind and very helpful, went above and beyond, very friendly and helpful",5
Very nice and respectful recommends…,They were very helpful.I enjoy doing business with them all t time.They are very professional.,5
Fast money and excellent customer…,The ladies in the Gadsden office are so professional and friendly. They made sure I had smooth and pleasant experience.,5
Absolutely great customer service,I appreciate the effort Amanda put in to give me satisfactory results. She was efficient and kind. Thank you Amanda.,5
COvington is a great place to do…,Very professional Family atmosphere and really know what they doing and they really try to help people and work with people.,5
Great costumer service-very helpful to…,Great job. Thanks,5
The family,Everyone is so helpful! I've never had a bad experience. I really appreciate their working with me. Highly recommended.,5
