Title,reviews,stars
I was disappointed after being approved…,"Nothing special here, payday loan. I originally gave them 3 stars, but I received an email asking to adjust my score, so I did.",1
I called but never talked to anyone and…,Not you're usual awesome.. can't pay ma borrow.. something is wrong with my account! Might be the solar storm. I don't know! Usually just easy peasy,1
Everything was going great with the…,I applied for a loan online. Was approved amount never deposited and loan was voided. Call customer service and they could not explain why loan was voided. Stated they didn't have any information about the loan.,2
The manager of the location has a very…,I've been going to your business for some time and the last time I was there it took 20 min to finish translation she went over all the information you had on file when I asked her why she said this was normal procedure I have never had to do this before except when I first took out my first loan l had to show my dl my bank account she wanted my ss but I didn't have it I had to verify  my income my phone number and my bank account very unhappy about the service,1
Disappointment Compared To Competition,"I went to the one in Newton Iowa. The lady who was working there was one of the nicest people I ever dealt with////I'm adding this to my review How Dare You Contact Me At 107 AM I turned you in to the FBI in Des Moines Iowa Do Not Ever Contact Me Again Again!! I get mail,electronic Mail, text message, phone calls, is guito going to show up next and put a gun to my daughters head until I agree to let you keep pounding my as. H..e???? I just read my review and the things been edited so it's all peaches and cream",2
They didn’t ask my payday to take out…,Terrible treatment of the customer. Not very professional. I will definitely not be recommending your service to anyone.,1
I never received my loan wich bank…,"I went to the Advance America in Buena Park to complete another loan. While attempting to enter the facility, the door was locked. I looked into the store the lady was showing me her face mask and I understood I was being told to wear a face mask, even though their is no mandatory face mask order. As a customer I have a right to make a decision on wearing face mask on my own, if the manager wants to wear one, fine. But to make a customer wear one when no law exists to require one, is unfair and wrong.",2
I am not happy with my recent…,Your protocal took all day . I started at 10 didn't get my loan approved til e2 days later they talk to u like your stupid go with someone else,1
You guys are the greatest,They made me go to bank and get a print out that the previous one came out.I live 20 miles away.Also it had been 6 are 7 days since it came out.During vacation traffic at beach area.it took an hour..just dum and rude..been with you guys 3 years.,2
California stores being clossed,Y'all are doing absolutely horrible I was told about paid off my current loan that I would be able to finance a new loan I paid off my current loan and took a week to even be able to get a loan and when I was able to get a loan it wasn't another installment loan I was only offered a payday loan and told that I had to pay off my payday loan before I can be offered a new installment loan which doesn't even make sense because I just paid off and install that phone to get the payday loan y'all just wanted to take more of my money because instead of giving me a set financing charge y'all force me into the loan that has to be a trade finance I'm not ignorant about this stuff y'all seeing an individual in a bad situation and y'all took complete advantage of it,1
"Lies, Lies Lies!",I already have a payday loan with you'll in vicksburg Ms . I applied twice for an installment loan and was turned down . If I have been paying good with my payday loan why I can't get a installment loan. I really needed that installment loan it is an emergency.  But I was turned down. People should have second chances,1
Certain employees ask for Ssi number…,"I have dealt with advance America for years and your new online site sucks. I am staying with friends and I do not have any bills to pay currently to provide proof of residency and was denied for the third time. Since you've made it so difficult to get a loan, I'll have to check out some of the other on line cas advance businesses..",1
Your manager has bad customer service…,Can pay bill but can't apply for loan on my phone.,1
Worst experience in years,spam emails. I never signed up. My name isn't Roland.,1
Nothing special here,Your on line app is faulty. It makes you sign the documents at least 3 times and up load pay stubs twice before anything is taken. It says quick and easy but it's not and takes days to get through the prosses.,1
Not you're usual awesome.,Twice Both in paying off a loan and applying for a loan I received conflicting text messages and emails.,1
Fast and reliable,I only feel this way because there was and bill that I needed to get paid Pronto and in order to get my my needs met I had to retrieve loans in to different places to obtain the funds needed but however customer service was very kind and patient,1
I applied for a loan online,"the 1000,00 that i was approved never was sent to my bank",1
I've been going to your business for…,"As long as there's no need to update any information I understand Security purposes,  too many steps to update, in my case update phone number. No access to account because update requests stay pending 2 3 4 days, then I receive email, Payment past due.I called,  I was  requested to make payment, still had to wait to access my account? What am I missing?",1
I went too the one of the nicest people I have ev,"I have to call in every month and fix my due date because your system doesn’t work. I even reached out to your corporate office. Had I known this, I would have never signed up.",1
Terrible treatment of the customer,They never get my pay dates right! Every single month this happens,1
I went to the Advance America in Buena…,Terrible time trying to borrow on line.  I have used it before and it was fine.  This  time I tried for 3 days to login an couldn't.  I called customer service 4 times and twice I was told they would call me back.  No one ever called.  Finally on the 4tth day of trying I went into the store and was in and out in 5 minutes.,2
Your protocal took all day,Never got my money on time because I had no idea that the person who opened up my first loan early this January wrote one number wrong of my account number and now this second time I decide to take another loan out I not only not get the money I needed and come to find out about this typo.,1
They made me go to bank and get a print…,Very high interest rates and fees. Rates were substantially increased last year  Need more choice of loans specially with lower interest. Auto debit feature is inconvenient. Every staff member is not trained enough to explain the payment terms in simple ways.,1
Y'all are doing absolutely horrible I…,"I have done business with AA for many years. In the past, when my due dates get off - I have gotten very nice customer service and they have changed them for me to the 30 days. I just recently redid my payday loan, but instead of getting a nice customer service person to help me with the date which is only 6 days away, I got a person who had no idea and informed me that that simply could not be done. Which I know is not true.  I am planning on paying off what I owe AA and not doing any more business with your company.  I have truly never been more insulted in my life.",1
I already have a payday loan with…,"On Friday 3/25 I asked the store attendant (Dick Pond Rd, Myrtle Beach SC) if I take out a PayDay loan today, am I able to come in and 1) PAY that off on MONDAY and then 2) apply and get a Line of Credit loan that same day.  She said YES but gave me the customer service number to call in my payment.  Well today is MONDAY and no customer service rep can take my payment (not in system) and the local branch has no way to do it either (her systems are ONLY for lines of credit). I applied for the Line Of Credit which is $1000 BUT you can’t give me ANYTHING of that until my PayDay loan is paid.  I am going out of state on Wed and needed more funds before I left.  The online chat agent said it takes 4 calendar days before PayDay shows up for me to pay off.  Neither the local Myrtle each agent nor 2 at your customer service stations knew that either.",1
Your company sucks,Terrible! I have used Advance America for payday loans here and there. They have my history of when pay day is for me and still the mess up on the payment withdrawal from my bank. I get paid on the 30th and 15th. My last loan was withdrawn on 3/28. WTH!...this caused an overdraft in my account. I will have to tell people not to use them. I will postmy bad experience In all social media.,1
It's too expensive,Jeremy at the riverview office is extremely rude.  He argues with the customer and has to prove the customer is always wrong. I will not go to that particular store again. I will drive out of my way to avoid him.,2
I have dealt with advance America for…,I was 1 day late paying on a loan and was called and told that my check was process it bounced. First of all I was stressing out at work after the call cause I was not able to check with my bank. Then when I got off work I went straight to the bank withdrew the money and went straight to AA to pay the loan but asked the teller if my check was rejected they stated it never was processed. The worker named Amber lied to me twice first on the call then when I went into AA. Very disappointed I’ve never had an issue before.,2
Frustration!,Brought in proof of income of $1000 a week. Approved for a 100$?? Even with 9 months of pay stubs. They can have there 16$ profit,1
spam emails,Ripoff. People please think before getting a loan. I got a $500 loan and I've paid $1500 already and still owe $540. Interest rates are 75%. According to the manager the state of Missouri sets the interest rate. That's B's . It's all about the money for this company. Sure they help you with money you need fast but believe me it's not worth it. I got an email saying I can refinance it. What a joke. That's so my payments start all over and are higher. Not happening. People really do research before you take out a loan with them,1
Your on line app is faulty,"They don’t even have cash in the stores! I got my loan approved online for cash pick up. The 2 stores in st. Joe didn’t even have cash. It’s absurd they have a “get cash at store option” and then have no cash. I was mad and embarrassed for them, had to go to Leavenworth for cash. I’d say if you need cash quick to just use someone else or an app. Advance America brick and mortar will be a thing of the past, their already closing branches.",1
Twice Both in paying off a loan and…,Tried to do the online app. It didnt go through. Called the help number she couldn't help until i completed the app She suggested i go to a local store. Went there and got the loan and a note that i would have make my payment by phone or online. Don't know what to do next.,1
I only feel this way because there was…,I have had real good experiences there.  Nothing bad can be said.  Keep up the good work.,2
They are a scam,You cancelled my loan after telling me it would be deposited without letting me know and the system won’t let me reapply so I was totally screwed. I’m sure this is a follow up message from your system thinking I’m s customer but I’m not for no reason. What happened??!!,1
"the 1000,00 that i was approved never…",Online system  doesn't work worth the crap,1
As long as there's no need to update…,"My loan was due in under 2 weeks. I was charged the full interest for this 10 day loan.  I was directed to email them, which I did. No response. I don’t know if it’s even legal to charge their interest rate of 500% for a loan for such a short period.",2
System doesn’t work,If you apply for a loan on Friday you're not going to get it till Monday.  I applied on Thursday but that was st Patrick's day. And I didn't know that was like a real holiday.  Oh !!!! And their ON LINE CHAT !!! Not available till YOU GUESSED IT MONDAY  !!!!,1
They never get my pay dates right,Whats the point of a $100 loan???? Absolutely obsurd!!!!,1
Terrible time trying to borrow on line,"You guys never deposited the loan to my account, and when I went into the store I wasn’t able to collect the loan",2
Never got my money on time because I…,Still NEVER seen the funds in the account,1
Advance America,I appreciate my loan going thru BUT. IT WENT TO WRONG BANK ACCOUNT!  Caused all kinds of issues and was late on paying a bill because funds were in wrongplace,2
I have done business with AA for many…,Payment is usually due a month from loan date and it was taken out less than a week after I took out the loan. Thankfully I got paid and it didn’t bounce my checking account.,2
On Friday 3/25 I asked the store…,During a financial difficulty for catching cover 19 I lost pay for a week and hours reduced and I called in for leniency for installment plan and I was denied as leniency this was not appreciated given that I’ve been a long-term customer and always pay my payday loans,1
Terrible,"Poorly printed checks. I was unable to cash check when I needed it the most.  Alot of my time was wasted at different check cashing places and in store. Alot of incoviences for me. The representative that helped me in person was great in assisting me but upper management was unable to anything about giving me cash , a new check or debit deposit.",1
Jeremy at the riverview office is…,"The store couldn’t comprehend what I was there for that day in Chattanooga Tennessee, on Brainerd Road.",1
I was 1 day late paying on a loan and…,My experience was great.  I was in an emergency and Advance America helped get me what I needed very quickly.  The staff was very helpful and professional.,1
Brought in proof of income of $1000 a…,"Manager Angela is a very professional, kind , helpful and friendly individual at the location I frequent here in Rock Hill South Carolina and unfortunately, I & my hubby have to rate 1⭐️ Due to the awfully unprofessional treatment we received when first we entered Advance America . If We could rate less than zero we would !! AA also falsely advertises some things that are acceptable when first an account is opened with them !!! I & my hubby are also EXTREMELY UNCOMFORTABLE when the manager mentioned above isn’t present at AA to serve us & AWKWARD !! We have left when manager wasn’t available & went back when she was available so we don’t have to feel so uncomfortable…. Maybe later our review can be updated , especially since they have new services available online for customers. right now , not very pleased with the treatment we’ve received nor the false advertising!                                  Daryl & Barbara D.",1
Ripoff,i have a installment loan for $500 that ive been paying on for a year and still owe what i borrowed. ive paid $1500 on this loan and still owe what i borrowed. ive had several loans from here but this last installment loan is a joke. i guarantee that when the loans i have now are paid off i will not do any business with this company. i was told i could probably redo the loan and get lower interest and lower payments to find out it was going to raise my payment and i could get $89. they rip people off. if youre getting a installment loan from this company id think twice and look into other options.,1
Too much interest on loans,"THE EMPLOYEES AT THE WEST MELBOURNE OFFICE ARE EXTREMELY HELPFUL AND KIND. THE FACT THAT YOU CHARGE PEOPLE 200% INTEREST ON A 3 MONTH LOAN IS DISGUSTING. I'M SURPRISED THAT THE STATE OF FLORIDA ALLOWS IT.BUT, WHEN YOU NEED THE MONEY YOU HAVE NO CHOICE",1
They don’t even have cash in the…,"I ASKED FOR A LOAN AMD RECIEVED IT, BUT YOU ONLY GAVE ME A FEW DAYS BEFORE HAVING TO PAY FOR IT. YOU SUCK.. PEOPLE ARE STRUGGLING RIGHT NOW TO PAY THEIR BILLS AND GET GAS IN THEIR VEHICLES. AND THIS IS HOW YOU TREAT THEM.  YOU ARE WRONG AND YOU NED TO RETHINK HOW YOU WANT TO CONDUCT BUSINESS WITH PEOPLE , OTHERWISE YOU SHOULD JUST SHUT DOWN.",1
Tried to do the online app,Well I like it but I wish there will be no mail sent to me call or emails only!!!!!!!!!!,1
I have had real good experiences there,I was pre-approved for a 1000 installment loan. After I provided the requested documents  I was denied.  I requested a reason why but got no reply.  Very disappointed.,1
You screwed me,"My brother passed away and had a title loan with this company.  I tried to call to just get a phone number for assistance and Tish was so unprofessional and had to make snide comments under her breath.  I have NEVER been treated so poorly on the phone.  She actually hung up on me.  Tish is at the Fairlawn office, so I called Arlington Rd and they were SUPER helpful.  I will be writing to Corporate about Tish and her attitude.",1
Online system  doesn't work worth the…,I have been using advance America for over a year and the new employee at my branch is very rude and disrespectful. I honestly probably will not renew another loan after mines paid just because of her.,1
My loan was due in under 2 weeks,You people suck. I spoke w/ 3 different people w/ my actual due date. My Social Security ck comes on the 4th Wed of every month. When I went to the Clairemont Mesa store Bea held my debit if it was over 30 days. I explained that to Kim since you debited my acct early. She indicated she'd reset the due date accordingly but she promised I would NOT be debited again. Then I spoke w/ Oscar about the problem & he assured me you would not be debited again till my correct date Feb 23. Then I spoke w/ a 3rd person who forwarded to another dept where I stayed in hold for app 1 hr. You people are a joke. I had to renew my current loan but once that's due in 3/23 you will NEVER see me again. For your measly $255 loan I do NOT need this aggravation.I do hope you post this review so other people can beware of your unprofessional company.,1
If you apply for a loan on Friday…,It has been 4 days and I still haven't seen the money causing overdrafts.,1
Whats the point of a $100 loan???,I requested a loan on Saturday and I got the funds. great. But it’s bull. how I have 5 days to pay everything back. How’s that suppose to help me? And pay the same interest for shorter amount of time? How’s that relevant? How’s that convenient for me?,1
You guys never deposited the loan to my…,"Because this location use to be open to 7:00,pmNow this location close at 6:00pm",1
Still NEVER seen the funds in the…,"While the young man in the store was wonderful - helpful, polite, professional, and efficient, the fact that I had to go to the store at all was extremely inconvenient, and the two ""people"" who attempted to assist me via Chat on your online platform were useless. I had already tried everything they told me to do. I could get to the point where my password was accepted, and it said, ""Welcome, Leslie, blah, blah, blah,"" then gave instructions to enter the verification code you would be sending. I received verification codes via text and email, and each time I entered them and clicked Verify, the yellow ""Verify"" box turned pale and no further action would occur. I understand that multistep authentication is being implemented to improve security, but perhaps you shouldn't roll it out until you've worked out all the bugs. This experience was a nightmare.",1
I appreciate my loan going thru BUT,I always pay using my debit card but the last few times they turned into my bank and secured funds before I got paid grrrrr,2
Payment is usually due a month from…,Interest to high for me. My account paid out. Went with a different company.,1
During a financial difficulty for…,Well o had told them multiple times that I get paid every 2 weeks (on Tuesdays) I just looked and the payment is mon (Feb 14th)...mind u I don't get paid until Tues usually after 9pm,1
Love the work they do there keep it up,Terrible. Staff very unprofessional at location.,2
Poorly printed checks,My husband and I usually go to this location but there was a new employee there this time and she was rude to my husband when coming in for a loan. After everything was filled out and completed he was still standing there and she did not tell him he was all set. Very rude overall don't know if we will return.,2
Loan in- store pick up,You loved my loan from 900.00 to 744.00Was not happy and it left me pretty much empty checking account for my rent was pd only..NY bills are not pd so thanks for your ungrateful help...,1
My experience was great,There was an issue with the application not connecting to my bank. After several tries i called customer service he was rude. Called again they put the application through but used my checking account instead of my debit card. In all it was a totally bad experience. I will be looking for another option instead of this company.,1
Did ok Helen thomas,You are crooks and I a fool. You are up front thus the one star. You let people know they are getting screwed. I will pay this loan out 55 dollars a month. That is all.,2
“They gave us Tha Biznis “,It was very annoying and before my promised due date. The address is cincorrect as well,1
i have a installment loan for $500 that…,Getting a loan is easy but when you go to pay it back on line it doesn’t work and you have to find a store to go to,1
THE EMPLOYEES AT THE WEST MELBOURNE…,The lady that you have working at your facility is very rude very hateful and makes me feel very uncomfortable when I know that she is there she Send my name of my documents one time which is illegal and no one need anything about it,2
I ASKED FOR A LOAN AMD RECIEVED IT,Let’s see I’m setup on autopay and for some odd reason it didn’t autopay one time I try to login to pay get constant error messages that website is under maintenance or cannot be paid using ach.   In addition received unknown number calls and calls from numbers I didn’t know to collect a debt that I had tried numerous times to pay probably not going to use them anymore once I pay off this last loan I have with them.,1
Well I like it but I wish there will be…,I called and told them on the 1st that I would be in on that Friday to pay payment on my installment loan and on the 3rd they pushed check through bank account and did not clear and I ended up having to pay a NSF charge. This is not right when done paying installment loan and payday loan off I will no longer be going through them for another loan,1
I was pre-approved for a 1000…,Said refinance wanted to pay half off and tried to bind me to more money with higher interrst,1
Stupid high interest,"I was in Winnsboro, SC and found a Advance America location and decided to go in to get an advance. Since it was closer to me at the time. I was expecting the same customer service that I get from the Two Notch Road location. To my surprise, it was not at all what I am use to. To say the least the representative acted as if she didn't want to wait on me. The store had a be back at 3:00pm sign on the door and I arrived at 3:10pm the representative told. E she was still on break but would assist me. I should have left at that point, but gave it a try. The representative made it a point to me that all their customers get checks we don't keep cash. Not friendly at all. I should have known because it has been my experience that mostly all the people in the Winnsboro area are rude and unprofessional. I will Not go back to that location again. The two at the Two Notch Road location are very friendly from the time they unlock the door until they finish your transaction. Winnsboro has a bad representation for visitors and customer service. I thought the Advance America in the area would be different but not. They didn't even provide or offer water or snacks.",1
TISH needs training in Customer Service,Approved me for a loan the same cost as my payout for previous loan making a new loan necessary and pointless,1
I have been using advance America for…,I have used these services for several years. The last few months have been the most disheartening and disrespecting. The Center I used was shut down without any warning. It allowed me to pay in the office but told me I would have to go to another office to reborrow.. This recent transactionI called and explained I had tested positive for COVID19 and if it was possible to complete the transaction over the phone including reborrow of the funds. I was told that I could. After the money was paid. I asked what did I need to do to reborrow. I was told i/could not be done. I explained that I was told I could. They explained that it could not be done. I said excuse me I asked you that before the transaction and you said I could.  They told me sorry for inconvenience let me transfer to customer support. I explained what happened and they said we don't do that. But I was told that initially and would have tried to make other arrangements.  I was told to go online and apply. Going online takes away from me being able to pay my bills as I have in the past. I feel thatI was misinformed and taken advantage of due to being in a situation beyond my control with COVID19.  As I stated I have used these services for several years even paid it out and in the process of doing it again. I explained before paying  I needed to pay AND reborrow. I was told ok. Then after paying told I could not. That's false information and I don't want to have the funds taken from my account. I would rather do as I have been down. I pay on time.,2
You people suck,They are no good do not like them they suck,1
It has been 4 days and I still haven't…,"My first experience with getting a loan was terrible. The employee accidentally gave me two loans through my bank & handed me cash as well. I got called really late on the same day with this information and unfortunately I had to use my loan to travel back just to give the cash she accidentally put into my over drafted checking account early the next morning. I was thankful it wasn't much that I owed my bank, but the point is , very bad experience, money was tight already!",1
I requested a loan on Saturday and I…,This is not my first time using this loan service. I've used this company before in another state that I lived in but I never applied for a load online. Omg so convenient and so easy and the processing of the application was so fast. I was approved and received my funds before I had to go to work the same day. Awesome,2
Because this location use to be open to…,"I was an in-person customer of Advance America a while ago, so I knew there was a 24hr wait time if you needed to renew the loan. Last week I did a loan online for the first time. The money was deducted out of my account yesterday and has cleared. Being 24 hrs later I tried to renew and was told by customer service I have to wait 3 business days. There was no mention of this that I saw online. They told me if I would have paid with my debit card prior to them taking the payment automatically then I could have renewed in 24hrs. Again, no mention of that either.  I asked if I can show them my bank statement showing that the payment cleared, they said I could but I would still have to wait 3 business days. Not very willing to assist. They have lost a customer.",2
Vary helpfull,Always my favorite company I never have a problem thank you 😃,1
Horrible Technology/Unprepared Tech Support,"The Website said 24 hrs, the office said 48 hrs. Its going on 3 days now since approval and still don't have the money!",1
I always pay using my debit card but…,Disappointed in amount of pay day loan . No explanation given,1
Interest to high for me,Bad don't trust liars false advertising disappointment to the public and people with bad credit can't get a break not with adds like this don't use this SCAM FRAUD,1
Well o had told them multiple times…,Didn’t get what I wanted and ppl in there getting more than you get on a lesser paying job didn’t understand that one,2
Terrible,"I applied Thursday early afternoon. No one reached out or asked for anything. Come the next day, I reached out and asked if there was anything else I needed to do (again, had not and still haven’t received what was needed). I was informed an ID was needed. So I put that in. Later that day around 4:45 - 5 - I logged back in and it said it was approved! Awesome! It may take a little time. Then it tells me it won’t be available until the next business day (and weekends aren’t business days). After that, the site updates to tell me due to Mondays holiday, they won’t come through that day either. So now I will (maybe) be receiving the money into my account literally three days before I’m supposed to pay it back. How is that ok? Why was I not informed BEFORE hand? The site said nothing about that until after 5 on Friday. I can’t talk to anyone about it because you guys were closed all weekend apparently. I’d already  applied and was approved so I couldn’t go somewhere else, which forced me to have to wait, in silence, to hopefully be able to call on the 18th and explain the situation. I’ll be honest, I was super relieved at first when it went through, then I found out all the other information and it instantly made me feel far worse. My opportunities were taken and I feel like the company took complete advantage of me in my time of need. I’m seriously upset about this. I didn’t need the money on Tuesday, on Monday, noR Sunday. I needed it Thursday or Friday, Saturday at the latest. Not a whole week later. At this point, it’s going to cost me even more money to borrow this money, AND I still got hit with late fees. Literally, this whole process and the lack of transparency has cost me about $150 in fees, not including the fee for this. I’m in a worse spot than I was. I really do feel like this was done predatorily. I’m not the only one who experienced this, and it makes me think it was done purposefully. The lack of communication, the fact I had to reach out to find out what else was needed, the fact the site said nothing about the 17th until after the fact, etc. I’m not trying to be rude, but this has caused a lot of problems when it should have been helping to solve them.",1
My husband and I usually go to this…,Michelle is always wonderful to me. She is great with people and she does an excellent job.,1
You lowered my loan from 900.00 to 744.00not very happy,"Well, it’s almost noon, 4 days later, and I still haven’t received the loan I was told I was approved for. Good thing I wasn’t in a real emergency situation. I know it must hard to push buttons and move things around electronically in today’s digital world. What a joke. By the time I see the money I needed to get “over the hump” I won’t need it. I’m sure they’ll take their payment out when they want it, no matter what day of the week it is.",1
There was an issue with the application…,All is well.  Am happy.,1
You are crooks and I a fool,I was told my loan would be in my account by 5p.m that day well i didnt get it till 5 days later,1
It was very annoying and before my…,"When doing an online payday loan the date populated a day before my payday. I quickly reached out to the store in town that I had usually gone to about this. I let them know and the gentlemen said that he would have to manually change the date to the next day as he was unsure why it was populating that way and that I was not the only customer that had called about this concern. Unfortunately, he did not manually change the date and the loan went through a day before my payday causing my account to go negative. I was told there was nothing that could be done but I could purchase another loan the next day to help. I have been a long time customer and there definitely could’ve been something done for the gentlemen’s mistake. But there wasn’t. Starting the new year off with a negative account was not ideal.",2
Getting a loan is easy but when you go…,It took them almost 2 days to give me my money and then numerous calls back-and-forth to find out what happened most of the time it’s pretty good but I’ve had a couple of times where it took forever maybe it’s time for me to take a break and try Ace. Seems like they may not have enough help the reviewer‘s taking extra long and lack of communication.,2
The lady that you have working at your…,I use this company for year and the lady who help me was very rude with me and my friend  I apologize many time My friend lost her brother and she pay on line and your company said she can came back in 3 day And they put her like she didn’t pay her loan So she get her loan January 14 2022She only have 1 hour break for lunch Because she was 15 minutes talk to someone to help The manager en Brandebton almost take my out of store. On Wednesday 6 2022Was no nice,1
Daily harassment,Is not happy that you sold my information now I am receiving all kinds of people trying to get me loans and lend me  Money.,1
Your new online system sucks,change your goggle to all brosers can not redo loans,1
I called and told them on the 1st that…,You cashed my check AND ran my card through. When I called to get my money back one one of the transactions I was told I had to wait ONE WEEK. and to bring in all sorts of information. Did that today and was NOW told it would be another at least 5 days. The MISTAKE WAS YOURS but I Have had to pay for it !,1
Said refinance wanted to pay half off…,"You guys need to Re-train your trainees. I just had one of your new hires mess us my account. They got me ALL messed up. I went into the Redford location and made my payment on time as scheduled and instead of paying the loan that was due that day, she paid the one that I still had a week left to pay on. Smdh 😡😡😡",1
I was in Winnsboro,"Bait and switch.  I had completed all of the paperwork needed to obtain a loan and then was told this location was closing so I would have to deal with either Des Moines or Marshalltown for payment of the loan.  I received no cash only a check.  I have no idea what was wrong with the printer but I folded the check and placed it in my billfold.  Upon arrival at the bank the ink was so smeared and illegible that the bank would not accept the check.  Upon return to the store I was told there was nothing that could be done until Monday.  On Monday I was informed that we had to wait 24 hours for the cancelation on the check. Staff should have informed me the location was closing before processing any loan information/paperwork to ensure I wanted to proceed.  The check printed and issued to me should not have and issue with smearing or rubbing off, like it did.  I should not have to had to wait 4 days to ensure the transaction had been cancelled and all business issues resolved.  This was by far the worse action I have encountered with payday loans in the last 20years of my life.  I can see why the location is closing!!",1
Approved me for a loan the same cost as…,"I have been a customer for over 10 years; I'm loyal because it was an easy and smooth process. It use to to be easy to log in and get onto your account but now you need a code texted to you each and every time. THEN... when you request a loan,  you must submit your bank statements via uploading. Once that's done, you wait a few days and they tell you to upload documents again- THIS IS A HASSLE!",1
I have used these services for several…,Tried reaching out to customer service to see if I could get a week extension on my installment loan because of the holidays my hours weren’t like they usually are and I was going to have a very small check. No one responded to me not even to say deny that request it went unanswered. Now I’m very low on funds until my next pay day and now I’m just going to struggle. I hope I don’t need help in the future with unexpected expenses because I will not being coming back for help.,2
They are no good do not like them they…,Taking money out of my account without my knowledge and overdrafts my account is not good.,1
My first experience with getting a loan…,"I never received the money, obviously I had applied for a loan years ago, but I did update my current information before I submitted my application... however I found out the funds were sent to the old bank account which I changed",1
"Fast, easy, and convenient",Not good try to help me log into my account  we have tried in the store in still no good getting in or trying to create on 👎👎👎,1
Beware of Online Loan Renewal Times,"Went online was approved ,then went to location to pick up money, was treated like I was trying to rob someone.  Lady kept asking me for paperwork that was already sent. Too much trouble to go thru for 700 bucks and they wanted me to pay them back 1200. Just God's way of telling me to go somewhere else with a cheaper rate. Yes I have a house ,car , n I work 12 sometimes 13 hour shifts. Every one is not a criminal.",1
Always my favorite company I never have…,"Advance America is no less than a loan shark business. I would rate them zero stars if I could. They prey on the poor and charge criminal interest rates of over 300%. For every $1.00 you borrow you have to pay them $2.50, for a $650 loan you end up paying $1,550. Don't believe their lies of helping Americans to advance in life. Because the only ones that Advance are the banksters, who are  true money loan shark gangsters.",1
The Website said 24 hrs,"Store staff was poorly trained and less easy to deal with . they were confrontational and not following procedures. The over the phone and online staff were great well trained, knowing what they were talking about.First store I went to was closed with no sign or explanaition.",1
Disappointed in amount of pay day loan…,I applied for a payday loan online on 12/27/21 and it is now 12/30/21 and still no money has been sent to my debit card. I have already called customer support twice and sent an email; never received a reply from the email. Now my account shows I have an open loan for money I never received. I will never apply for a loan online ever again.,2
Bad don't trust liars false advertising…,The lady at 63rd street next to price chopper named Melinda canceled my loan and then she couldn't fix her mistake. She never wanted me to get approved for the amount I was approved for.  I feel like it was on purpose and very unfair because if I was white I don't think she would do that. I am very upset about how I was treated. I got approved for a one thousand dollars and she did everything not to give me the money going as far as to cancel my loan. The situation was very unfair and unprofessional.  I will never go back. She should be fired. Do not ever let Melinda do your paperwork.,1
Didn’t get what I wanted and ppl in…,Money is not deposited when it’s suppose to.,2
Lack of communication,"I’d give a good review but I can’t. I’ve been doing payday loans with you for years and have always paid off my loans. Every payday I pay off loan and apply for a long term loan and get denied. I’m borrowing $500 every 2 weeks and paying $88 in interest which equals $166 a month, if I can successfully maintain paying that, I should be able to have a long term loan. You loan companies are loan shark gangsters. I’m about to find other options and plan to never use your service any longer but I’m sure that won’t affect your company because y’all will take advantage of many others in a bind to make your harsh interest charges.  Y’all really act like you’re helping people but really just gangsters are given permission from our also gangster government.  Whoever reads these for the company will wear this on their shoulders and conscience as you know your company is wrong.  Eat crap",2
This was a hard way to do it took 2 days,"I have been loaning with you for quit some time, my bank account was hacked a week ago, I called and cancelled  my account that you had on file, applied for new loan, and it still went to that account. I called this morning and you say there’s nothing you can do for up to 3 to 4 days, your customer service is terrible, after everything clears up, I will not use your service, very unhappy",1
Michelle is always wonderful to me,applied on-line and was approved but it took 3 days to get my money.  NOT HAPPY.,1
"Don’t waste your time, if you really need help ask a friend!!!","Advance America has to be the best payday loan I've used. Quick response, easy enteraction,  my loan was approved with in minutes.  The loan was in my account before 5pm on same day.... you all are AWESOME. Thank you Roger🙏🙏🙏🙏",2
All is well,I have emailed you guys THREE TIMES THIS WEEK and still haven’t received a response! It’s annoying.,2
I was told my loan would be in my…,I got the loan and I asked how quick I would have the money. They said right away. They put it on my debit card. I did not see the money for two days. I used to get money right away. Not happy with your new system.,2
No accountability or loyalty to customers,"This is my first time using this company, Although it was very easy to get some financial help, I kept receiving messages that something went wrong with my account & to contact customer service.I was a bit confused due to the fact that I did receive the funds I requested the very next day.I'm ok with getting a reminder, I actually appreciate it, but getting 15 or so reminders is a bit much, I received reminders via text & email. Also this company doesn't even give the customer time to get paid, they take the money in the middle of the night before you have a chance to collect your paycheck & deposit it.I won't be using this company in the future.Thank you for your help,Sincerely; April Lepe",2
Waiting,This location just scammed me for $580 by promising me an $8000 no interest loan.  They instructed me to send them $580 as a deposit and credit repair payment.  I was desperate and dumb enough to stick $580 cash into a Bitcoin kiosk and scan in the QR code they texted me.  Now I'm homeless but hopeful this review will be helpful to you.,2
I use this company for year and the…,I called twice after getting a recent loan to move the due date one day to make sure my Social Security check would post to my bank account. The two people I spoke with gave two different answers and we're not helpful in any way. I have been a long time customer that has paid off every loan on time and I feel as this issue could have been handled better. I am a cancer patient that needs the extra help and I only asked for a one day extension on paying back my current loan.,1
