name,reviews,stars
Brenda Willis,My loan experience was simple and quick. The staff were all very friendly,5
Gary Curtis,It told me x2 to get approval but two times a charm and you did good Thank you,4
E.W.,"I was very well taken care and will be back as soon as possible. Sharon explained every detail and made sure I was taken care of thank you, Sharon",5
Michael,"Nicole Neff was the counselor that helped me.  Not only was she professional but, was knowledgeable, pleasant to deal with, and walked me through the process with ease.  I believe she is a true asset to your organization.",5
Brenda Knipple,Eya from the Toms River office is was excellent,4
Stephen Bean,"Informative, Good Interface, simple to navigate.",5
Dawn Daly-Mack,"Because of the nature of loans and legal matters, this isn't the easiest process to perform via cellphone. Their support is professional and much needed and appreciated. The service was quickly resolved and the funds available after waiting for the bank. The bank release of funds took the longest amount of time, overnight.",5
Glyn Winsborrow,"Wincey was OUTSTANDING!!Very personable, very professional, very efficient.  You can tell that she's been doing her job for a long time.  I enjoyed every minute of my experience with her.",5
Angela Newhart,Excellent Customer Service and Ease of Process from Start to Finish.,5
Luke Newell Jr,They helped me a lot! I recommend the company. I was in a jam and they worked with me every time. Very fair!💯,5
Sally,Chloe was very personable and professional…very knowledgeable and helpful! She made it so convenient for me with the w-signing and my not having to go into the office due to a family ER that  came up.,5
Gena Wells,The service was good an I enjoy working with y'all.,3
Robin Eisenhower,It was great can't wait to do it again. Thanks too Tia she was wonderful everything went great.,5
Rose Ballentine,"I have been most impressed with all of my dealings with One Main, from the first loan to the latest. Jahaira was understanding of my circumstances, most professional in making the necessary arrangements, and handled the entire transaction on the phone with the greatest of ease. Thank you!",5
Wendy Fine,It was a wonderful experience working with management and the assigned representative. It really did not feel like a business transaction.,5
Tonia,For anyone looking for a Loan go to ONE MAIN FINANCIAL Group LLC and speak with one of the LOAN OFFICER and I know you will be SATISFIED (PS IS there a Web Site),5
Timothy Grover,The loan officer I worked with was very attentive and kind.,5
Roselia Orio,"Was easy, people were very friendly and knowledgeable. I am very happy!I don't want my name advertise, please.",5
Beverly Johnson,I been a customer for the third time. They are awesome. Highly recommended,5
Eduardo Romero,Has always been a pleasure to have and institution like this on my side when needed. Process is quick and customer service is excellent. Thank you.,5
Michael Jones,I was very happy with the ease of applying for the loan I received. The process was not long and drawn out and I didn't have to go to an actual building to finalize paperwork. Thanks for the convenience of applying online. My goal is to raise my credit score so thanks for giving me that chance.,5
Daniel Jones,The young lady I worked with was nice and professional. The loan was completed quickly and it will be paid off on time.,5
Ryan Chapman,The person who helped us was friendly and knowledgeable. She answered all our questions and concerns. Great experience!,5
Kds,Michael Smith was very professional and informative. He made me feel comfortable and he explained all my options step by step to my understanding.,3
Larry Carpenter,We got what we needed very pleased with everything.,5
William,"It was very fast and easy to understand, I really appreciate for helping me to achieve my goal!!",5
Shawn,"I thought the process would be complicated; however, Evelyn was able to walk me through the entire process…without complaining! Awesome customer service!!!",5
Larry Covan,As always I was treated with the up most respect and all my questions and process of this loan was top notch. I received updates and calls to make sure it went great. Keep up the good work,5
customer,Zeke was our loan officer and from the 1st call to the signing of the loan papers was very professional and made us feel very easy. Thank you Zeke.,5
Stacey Corbitt,"Process was quick and easy. Staff was friendly and professional, no last minute surprises or expenses",5
Jeanine Hanchett,Everyone was very helpful.  Explained everything I needed to know,5
Yaica Irizarry,Truly amazingThanks to ONE MAIN FINANCIAL My Thanks is not worthy of the experience. A financial institution anyone can trust. K,5
Charmaine Willis,Mary wax excellent from beginning to the end she made my experience easy.  Her professionalism and patience and integrity makes me understand why one Main is where I will continue to do business.,5
Laura Servillas,ThisTHIS WAS OUR 3RD LOANE.THEY ARE GREAT PEOEPEAPLE TO WORK WITH DORIS SISK,5
Cynthia Peveto,"One Main Financial has been helping me with financial needs since 2017. Staff is professional and response times to questions, applications is appropriate.They call me by my name",5
Juan Gonzalez,"Each time we have called to request funds it has been a wonderful, kind and easy experience and we appreciate the courtesies of everyone at the Abilene office! I cannot say enough about Andrea as she takes customer service to a whole new level! She is a treasure and we appreciate the opportunity to work with her.Thank you!",5
Judy Murphy,Fast easy process and Brittany is great to work with.,5
Sonya Collins,"Awesome young lady, very professional and helpful.",5
Novie Miller,"They were very helpful, friendly and courtesies. I like how they explained the process and made it easy to understand.",5
Shirley Watts,They are not just pleasant to talk with but they answered all and every question with no hesitation.,4
Irma M.,They went beyond my expectations   When my long time bank couldn’t help OneMain did. They were extremely courteous and showed me the up most respect Thanks to Alma and all the staff,5
John Ware Sr,I really don't have anything to say bad about the company I have been dealing with them for maybe 10 or 12 years and every time I go in I don't do not have a problem everyone is professional and patient and that's what I love about you guys so thanks a lot for being part of my life as I have been a part of yours,5
Sabrina L,"Monique was by herself and she was friendly, smiling and very helpful to me and 1 more customer. She offered us snacks and explained to me she would be with me shortly and made sure I was comfortable. When she finished with the customer she cleaned the keyboard and then we finished with my service. To bad she had to work alone but she did awesome with it all. You are lucky to have her. P.s. I might have got her name wrong but it's the office in Leland NC. 😀",5
Faith Cruz,Would recommend Them .they always go out of their way to assist us 100%,5
John,Staff is always very helpful and tries their best.  I will always co.e here first.,5
LG,Really don't understand the high interest rate! I'm talking to someone else at the moment for a $15000 loan at less than half of the interest rate u r charging me along with a cheaper monthly payment. If everything works out I'll b paying u off.,5
Jagdeep Singh,It was very easy and quick and I'm thankful for the service,5
Melanie High,Appreciate all they did.  Very knowledgeable and professional.,1
Laura Brown,Everything went well. I received excellent customer service.  The transaction went thru smoothly and just how they were explained to me.,5
Brian Meador,"Mark , was Great !!!",5
Catherine Merrell,Mrs Harris was such a professional and her customer service was impressive. She is an excellent multitasking. She made the process so easy.,5
Jacquelyn Neal,The process was very easy and Freda was very informative.,4
Reynosomaria,"Great service and not a lot of questions about getting a loan. Got the money fast and easy,thanks!👌🏿👌🏿",5
Victor,"Process was very easy, was walked thru and explained everything in detail.  They even went beyond and above in accommodating me by staying over to finish the filing.  Payment was approved for the same day.  They even assisted me with consolidating and my payments were lowered.  Great people skills and very professional.",5
Melissa Warwick,"This is the second time I have used OneMain Financial for a loan and I wouldn't go anywhere else. The process is easy especially since I didn't have to drive to the office to sign the documents. Everything is clear, length of loan, payments, interest and no penalty for paying the loan off early! Anna was wonderful and if I need another loan in the future, I will definitely use OMF again.",1
Jimmy bounous,"Very easy process. Very Friendly and knowledgeable staff, John was great at explaining my options.",5
Rhonda Williams,"I need some extra cash for an emergency in the last minute.  My only option was by renewing my existing loan. And that's exactly what I did.  The process was easy, fast and from my desk.  Everything was online.  Thank you OneMain financial.",5
Cosimo Summa,Amazing people and they really work with you,5
Hunter Chappell,"I love working with OMF they are very personable and professional they stay busy, but they still make time for you.",5
Yolanda Harris,Everyone is always very knowledgeable and helpful. We have had nothing but top notch service!!,5
Mary Ann,"Mary , was awesome!!!  Thank you so much !!! I didn’t even have to go into the office. I did everything online .  Thank you",5
Mark Baker,Very helpful with me and in a difficult time!!!,4
Ladeva Davis,Professional above industry standards. You recognized me as a good risk with bad credit. I get to establish positive credit again. Thanks JD,5
Carrie,Mrs. Debbie was very helpful with helping me get my loan to bury my mother and the monthly payments are very reasonable.,5
Patricia Garcia,One main took care of everything that I need I was really glad that I had that company to do my business with and will recommend my family and friends thank you,5
Leo Breighner,"My representative was Charles,in the Union, NJ office.He was helpful, knowledgeable, and professional.",5
C Sloan,Angie was great to work with.  She made very easy to get my loan.,5
Meg,Very professional and knew her stuff!  I was very pleased.,5
Ginette Lambert,"OneMain Financial was a great experience for me.  Chase was very friendly, knowledgeable and helpful.  My loan was approved and finalized in a short amount of I time.  I would recommend them to everyone.",5
Charles Nieto,Step by step process was satisfying and most importantly knowledgeable with real great customer service.,5
Adrion Roberson,"COVID had a big impact on our lives and income. We are in the process of filing bankruptcy. Nobody else would give us a loan. Then we contacted OneMain Finacial.  They approved the loan, and made it easy, and it was processed efficiently. We are so grateful to OneMain Financial, when nobody else would help us, they did.",4
Jose Rios,OneMain is a great company to do business with! The application process was really easy. When I went into the branch everyone was nice. The loan officer I was working with was very helpful and answered all of my questions.,5
THERESA WARREN ,"So my first experience with the Middleburg hts ohio location was terrible absolutely terrible after 4 almost 5 days an then still not processing my loan an all 20 documents I sent I requested to transfer location to the mayfield ohio location, once moved locations it was completed with in hours an money in the bank..The ladies at that location are amazing an I now see why I was referred there to begin with. One main it's self is great it's that single location of ladies is not!",5
Steven Harris,It was good didn’t have a problem,5
Michael Tamrat,Called and spoke with Eric Lusk.  Very personable and had my documents ready quickly once I got to office and showed ID.   Very easy process!  Excellent customer service.,5
Mary Thomas,The representative from OneMain was very helpful and made the process very straightforward.,5
Justin,"Everytime I go to One Main Financial,  Judy Hernandez does all she can to help me. I have never had a bad experience there.",5
Mary Gable,My Recent visit to One Main Financial was a great experience. I am always treated special always Great job Amy and Itsa. They are Assets to your Company. I have been a Customer for over 5 years. And I am always happy doing Business with your Company. Thank you Ramiro Ramírez,5
Kallisa Powell,Excellent service! Easy to work with and fast!!!,5
Krista Mann,Great experience !! Very easy process and super kind young lady that took care of us. Made it very pleasant for us. Thank you for this opportunity,5
virginia mitchell,Jasmin our loan specialist was above and beyond our expectations.,5
Theresa Earnest,Loan process was easy and the Rep that helped me was extra helpful. I would recommend to anyone else and take another loan out in future.,5
Ricky W.,My experience was professional and supportive.,2
Tresea Shorter,"Pete, the Manager of the Cranberry Office, was once again very helpful, friendly, and explained all the details as we moved through the application screen online!",5
Linda Martin,Erin was very friendly and helpful,4
Ms Nei,"I always have such a good experience with your services.  But, I have to say my recent is by far the best experience with your team that I’ve ever had.  Very professional, quick and easy process!  I have been a customer for years and I will be for many more years if I ever need you again.",5
Danita Williams,"Onemain Financial knows how to treat a potential client, they explained the process in great detail. The process was quick and painless once I was approved I had the funds transferred to my bank in less than 24 hours. I would recommend onemain to anyone looking for a loan to consolidate and or for personal reasons.",5
Antonio Jr Pizano,"Whenever I have a problem and I call them, they are helpful, and work with mee on all my needs.  They never make mee feel like I am a bad person for getting in trouble. I feel they genuinely care",5
Bobbe Kolodziej,The agent happy to help and made the process so quick and easy. The money was in my account within 2 hours and I was at ease. Thank you One Main Financial.,5
Megan Smith,I know Christina is new but she was GREAT!  She made the process as easy as possible and was so personable.  My husband is a worrier and she didn't bat an eye and was very attentive to making sure he felt comfortable with the terms of our loan.  Tell her to keep up the great work and please know that you made a great hiring decision when you brought her on board.  :o),5
Teresa Brewer,"Fernando was professional, to the point, got me what I needed in a timely fashion, and patient!  Thank you for making this process the same as the first…..easy and non-stressful!",5
Carolyn,Excellent service from Monique. She was a joy to work with and made things smoother during my loan process. Thank you tremendously for the service.,5
C Salter,OneMain your service was excellent y'all help me a lot and I greatly do appreciate it am I most definitely looking forward to doing business with y'all again thank you for everything....,1
John Valone,"The entire process was unbelievably smooth. The representative was professional, courteous and detailed with providing information, conducting follow up and explaining the process. I would definitely recommend this company to others.",5
Denise South,Laura and Maria were amazing. I didn't even have to go to the office it was all done over the phone and via email. Pretty easy process from the beginning to the end.,5
Brittany Tanedo,Great people that work with you! I’d recommend them to anyone!,5
Sam,Jerica was so helpful and kind always had a smile on her face. She walked me through every step and didn’t beat around the bush with any of the small details very straight forward and honest.,5
William Rabideau,Terrible. Had to call agent Henry several times actually everyv2 hours for an update. And called me back at 5:07pm to tell me Issue with insurance Co payment  and that will have to wait until next day to continue loan process. I contacted user at 100am the first time and submitted everything that was asked for.,5
JOYCE CLARK,This was the easiest process that I have ever done when it comes to getting a car loan. I highly recommend OneMain Financial.,5
Edwin Martinez,A representative was real good to me and answered all my questions but I did not receive my check yet,5
SmittyinLA,Always friendly and helpful. Entire staff very professional and compassionate.,5
Ibrahim Atar,Very much appreciated the speed in which the loan was approved and the professional service of each member of your team! The patience displayed by walking me through the process and explaining each and every step!  Highly recommend this company!Sigrid Snyder,5
CDV,Very professional if you go there speak with Paul he was so helpful in explaining everything in a way anyone can understand,5
Raynald Thomas,Thank you so much your team is so courteous and kind as a veteran I’m big on customer service and I appreciate you all so much,5
Rachel Vasquez,I'm very thankful that y'all helped me get my bike and y'all are amazing but I have one problem I was told that I would be allowed to pick my payment date and when I chose the 18 of July y'all charged me an additional 105.00 now why did y'all make my first payment 505.81 just because I chose the 18 for my first payment and the rest of my payments are 399.81 please call me and tell me why y'all did that when I was told I could choose my payment date thank you Bobby shead 864-280-3153.,5
David Haigler,"Well I was a little hesitant at first to do a loan, but I talked to Mrs.Denise and she was exceptional! She walked me through everything, and made me feel at ease. She was very knowledgeable, professional and made my overall experience great! Thank you!",5
Brenda Lytle,Love everyone at the branch we deal with.  KARI is amazing 👏 😍 🙌,5
Brittany Brown,"Quick and easy process.  My representative, Rebecca, was very helpful and informative.  She walked me through the entire process and and patiently answered all my questions.  Once I was approved she stated the funds would be deposited in 1-2 business days into my account.  It was deposited by the next morning.   The monthly payments are comfortable and they allow you to prepay towards the balance without penalty, so if you have the extra funds you can bring down the balance in double time.",5
JC,"Excellent, no hassle service. Thank you.",2
Amay Lott,"Great, Ebony was very helpful and was trying to do everything she could to make me happy. I think by far she has been the best I ever worked with. I would recommend everyone to go to OneMain Financial.",5
Valerie Johnson,Staff was very friendly and patient explaining everything to me. It helped having them break down the options for my loan and with other places here I did not feel pushed or rushed to make a decision.,5
Charles Smith,Welcoming and very polite 😊,5
heron fields,it was very easy and very professional. she explained everything to me. Deborah made the process very effortless.  she was awesome,4
Denise Mccollum,"Quick and easy process, my loan agent was very kind and she even stayed late to help me finalize my loan documents, would recommend to anyone looking for a fast clean loan process",5
Beverly Cox,The representatives were very helpful and answered my questions.,5
Tyler West,Donte  is very  respectful and professional and  pleasant  to  work  with.,5
STANLEY C,"My experience was great,approved and received my funds in one day",5
Simon Humphrey,"Very fast and convenient online. Kind and helpful, discussed all options and let me decide without any pressure.",5
Robin Skuratovich,Shawn Roop was professional and courteous an example for all of your employees,5
Michael Ford,"Fast, easy and professional.",5
Penny,"Shelly is the best, so patient and respectful .",5
Lavern Foster,"I received a letter from Onemain stating that I was denied the loan, but actually I was approved so I was sorta confused about what was going on. Maybe it was sent in error.....not sureMr . Troy Gorham",5
Donna  Spaulding,"Pablo was a great help! He was direct, answered my questions, gave me good information, and was very patient with me and my work schedule for our communication.",5
Damien D Pacheco,Myra I believe was her name was very nice. My few complaints are your APR HOLY COW!!!!!!! and you continued to access my bank acct daily at like 5 am and my bank notified me and I changed all the Passwords. I was told when I logged into it that you would access it one time with me on the computer           ( shared) as well. That was very inappropriate for it to continue to be accessed for days.,5
Sherita Davis,The process was fantastic the customer service experience was great and both person's that I dealt with were helpful in every way possible Thank.,5
camille,Such an easy process and the amount we settled on for the Personal Loan was exactly what I needed to consolidate all my debts!,5
Melissa Latham,Annisa was great. Really helpful. Got extra money to help eliminate my credit card debts.,5
Lynn W,"I had a great experience with the rep. Mrs.Jacobs. she was caring, understanding and fun.",5
Kim Strother,Asked me the same questions 3 different calls. Kinda seemed like she wasn't listening to what I was saying. Told her I just bought a house and she sent me a link to sent in a lease agreement.,5
Timothy Carringer,I loved that your company was able to assist me at a very vulnerable time for me. I really appreciate the opportunity you all have given me. ❤️,5
Jeffrey Bell,"So far so good! Quickly received my money, process was a bit long over the phone would rather have came into a branch! But none the less I’m very satisfied.",5
Edward Davis,Process simple and easy. Was able to help with situation I needed to attend to. Very fast process.,5
Cynthia Salmons,Very kind.  Very pleasant experience!!  Very professional,5
Althea Hosler,"Excellent help, easy to understand,  and answered all questions...",5
Courtney Carpenter,"My transaction was easy, Fast process, friendly representative. I did not even have to go into a office. Their website was easy to navigate. Very pleasant experience.",5
Larry Alexander,"One Main Financial is a great company to deal with, friendly service, quick, well explained information and very satisfied customer…",5
Kimberlyn Govan,"It was an easy process and the the people there sit you down and go over all options for you and help you find the right loan and payments that fit you, they really do care about you and go out of their way to help you.",5
Juan Perez,I am a teacher and I was having a problem paying my bills with the awful  economy we have now. One main was so helpful and understanding.i recommend them to everyone. Thank you One Main Financial.,5
Alice B,Great service,5
Mona B,Thank you frank for helping with my process I Definitely Appreciate all the help that you had given me,4
Toko Muodzi,"I was very pleased with the service I received, my agent were very professional. And I was very pleased with my loan. I will recommend you guys to my family and friends. Thanks alots with the experience.",5
Haji Abdulla,No comment everything was very professional and they help me with my personal loan no complaint they treat me well with 100% of respectAnd yes I got something important to say can you please bring down the interest rate It’s a little bit too high thank you,5
Pamela Harpster,They take advantage of you and milk you dry they sell you insurance which is a scam and a way of milking more out of you because it will not payoffs when you need it. I was a long time customer but will never use them again to many other better companies out there. Do not if at all possible use them find another way. They will do all they can to milk you dry. They need to be shut down.,4
Steve Wells,Such great ppl working in my local office. They are so kind and easy to deal with. Would recommend to anyone and have several people.,5
Lakeda Pompey,The entire staff was very friendly and patient with my needs.  Could not have asked for a better experience.,5
Sandra Scott,They called me and offered a personal loan. They asked me to produce documents. I did. They told me they were going to give me a personal loan with my car as a collateral. I said ok. A week passed by. Lady called me and said still waiting for my tax return. I said I emailed it. The bottom line is no one knows what the other is doing. I called them 3 x and not once a person returned my call. I finally emailed him and told him to cancel my application. Find another place to get your personal loan.,5
Robert Meyer,"Once again Debbie in the Clinton NC office was very helpful, courteous and professional. She makes it comfortable to do business with. Once again, thanks Debbie.",4
Joanna Laporte,I appriecate eveyone at One Main they are always easy to work with me.,5
Dena Miller,"Got in and out fast, I was on my lunch break so that was amazing!!",5
Kelly Bosrk,Well with my last loan  really didn't get to read the long the computer when asking questions she kinda blue me off .she said my rate was  higher than she said. Need to know how much I realky got charged for on my last loan in May of 22. Thank you!,5
Sandra Eubank,one main is a one stop Financial co that service all my need they are the best hi five to the best in the world thank you one main,5
Virginia Hayes,The one who assisted me was great but their main off was not and very slow. Plus intrested rate was rediculosly high.,5
PISSED OFF ,I started process on line. I just needed to go in and sign all paper work.I was in and out in about 15 to 20 min. Fantastic group of people.,5
John Johnson Jr,Great customer service and response time .,5
Christi Burchett,Very good experience. Nice friendly customer service.would recommend.,5
Roderick Mcclure,The service was friendly and great!! I have been doing business with One Main for over 15 years and they've always helped me!! Thank you all so much and keep up the good work!!,5
Omar Abdi,Great people they were helpful and I could do everything from my phone I enjoyed the experience,5
Michael Lawson,"Wonderful, knowledgeable people.Great experience!",5
Francine Mcdonald,"great costumer service and communication, quick and easy process. Loan agent was great and very helpful.",5
Jeffrey Panko,"Quick, easy and professional",5
Patricia Carr,"The experience was extremely efficient from beginning to end. After completing the application, I was soon contacted by a representative who fully explained while walking me through the remainder of the process. I would highly recommend based on the personality, professionalism and knowledge of the team willing to work with the client.",5
Christopher Esquivel,I really needed your help and OMF came thru and provided my wife and I help . They were very professional in getting information and thru out the entire process. My wife and I highly recommend OMF and we will continue working with them . OUTSTANDING company !!!!,5
elizabeth weymier,The OMF loan agent was very professional during the entire process. I was very satisfied.,5
Ruth Branch,"The process was quick, informative and easy, with little documentation. I had a great team member assisting me throughout the process. This was a awesome experience.",5
Sharon Ann White,THANK YOU!! To - Mary in the Greenwood Office is the reason I deal with ONE MAIN FIN. she's good at what she does and a huge help! She's a keeper!,5
Ty,"Agent Mailanie went the ""second mile"" in helping us getting our loan processed.",5
Cyndi Childress,Lyndsy was very helpful and professional.  She made things easy even though she was short staffed.  We appreciated her dedication to customer service.,1
Denise Hedrick,Jamain was great. Displayed the best customer service skills I've seen in a while. Give her a raise.,5
Judy,The local branch manager went above and beyond to help.  Staff are also very nice,5
Clara,The team at One Main Financial was very professional and handled my loan very quickly. Thank You,5
George Romano,I was very pleased and wanted to say Jole was perfectional and patient with me  he made sure he went over everything with me took his time to explaned any questions I had  just very happy.,5
Ronald Gordon,This is the worst thing I have ever done.  Do not get a loan from this place.  Horrible. High rates basically loan sharks.,5
Tammie Daugherty,Great experience for a loan application.,5
Cheryl Bermudez,Ebony is always super professional and very helpful!!😊😊,5
Raymond Olson,"This whole experience was less than desirable and feel as though they used the bait and hook method.  I rec'd letter stating approved for $1500 loan.  After going through the application, they stated only approved for $499.  Then gave alternative to re-finance my car and gave an additional $2500.  Makes absolutely no sense.  I got sold.  They are extremely understaffed and feel the sales rep was less than honest.  Also, stated no payment until following month on basic loan which was not true as commenced as normal scheduled.  Then told me if refinance car, then no payment possibly for 45-60 days, not true either as I had to stay on course with normal payment schedule.  I feel they were completely dishonest and when reviewing final paperwork, they raised interest rate yet again versus what was discussed previously.  I would never recommend them.  Maybe it's not the company, but just the rep I dealt with that was dishonest.  I will pay this off aggressively and never use them again.  Btw, my current car loan is still open and now I am concerned if they are truly paying it off as a refinance. Potential civil matter but hoping they do follow through with that part.",5
Stephanie,"Very friendly, very professional and very well satisfied with doing business at One Main Financial..",2
Laverne Geiger,Great!  I was astonished and pleased to work directly with the bank to establish my auto loan.  I was very intimidated by the whole process of rebuilding my credit after 20 years of using only debit cards. One Main made it easy.,5
Ruth Claudio,Excellent service the people are great at what they do . Thanks .,5
Firmin Mucyo,Wonderful experience.  Very helpful,5
Tristen Allen,I don't know how to set up my account so I can pay. I know I am auto pay but I want to add more on. How do I do that?,5
Vivian,Very easy and smooth. Would use again in the future. Thank you!,5
Sylvia Hernandez,Got the loan I needed with no strings attached. Employees were friendly and helpful and I was in and out quickly.,3
Gregory Miles,It was quick and convenient,5
YEYA DIAZ,This was the first loan I applied for and received it .The staff was very respectful and professional to me,1
Tyler Phillips,I have one main financial on my credit report twice pulling a hard inquiry a couple days in a row and never once did I not ask for a loan or give my consent to apply for a loan but yet twice my credit was ran.,5
Keisha Washington,"Very professional and polite. Explain everything, listen to my questions and provide the answers that reassure me.  Great job!",5
Betty Carter,Got everything I asked for/approved for! You guys did awesome,5
Franca Mancini,The entire process was the easiest process I have had.  The OneMain Financial staff made the customer service experience among the best!  Thank you OneMain Financial!,5
Adrian Taylor,"I've done business with One Main before, so I knew what to expect with the process. However, what made this recent experience go well was the fact that any and every question I had was answered and explained with full transparency. I didn't feel as if I was being pushed to borrow more than what I needed. The representative was very personable and did not make me feel rushed in any way. Overall, nice experience.",5
Gail Almond,quick and easy. Very helpful.,5
David Amaro,"Yet again, I am completely satisfied! I refinanced my loan in order to get some dental work done. The process was quick and easy and Chad got me all finished up! I highly recommend this facility!",5
Tonya Graybrown,I'm always impressed with the employees who were for that company starting from the top to the bottom everybody was so nice very experience patient very lovely environment clean safe have a very good experience I will always tell anyone who need alone to go to that company I'm very pleased thank you for everything you've done David was a very nice young man very experienced and I appreciate doing business with him the manager was very handsome very nice and friendly,5
Marivic Baniaga,Angie is ABSOLUTELY wonderful 😊! Sabrina is a 🍑 she is so nice!  Angie was professional but friendly very informative and helpful! When I call to pay by phone they are patient and friendly I would recommend One Main Financial to my friends and family asap my only sad face is your current interest rate!,5
Cherri,I had 1main financial for a loan before and had paid them off. We ran into a sewer problem that was going to cost $4000+ and they said to come out and they would have all the paperwork ready. Went in and signed and the money was deposited in my account by the time I got home. Great people to work with.,5
Willie C,One main financial they are number one!$$,5
customer,Very professional service and met my needs. Would recommend to others and will continue to use services provided,5
Ronald Morgan,"Everyone was nice, friendly and very helpful",5
Anthony Shelton,"Our experience  was excellent,  the people  were very easy to talk to and very nice.",5
Mary Ann Malone,This by far was the best experience I've ever had doing a loan. The staff was very friendly and most helpful. I recommend them to anyone. I'm very impressed with how nice they were.,5
Marlen,Right on time to help me with my bills greatly appreciated.,5
Dickie Sue Romine,It was handled very professional and friendly.  It was done quickly without any problems.  Very pleased.,5
Ms. M,I have had nothing but the best experience with one main everyone has been helpful and very nice to deal with I would and have recommended One Main to my friends and family,1
Catherine Magbitang,Vanessa in the scripps ranch location was very helpful and kind.,5
Vera Warnack,Courtney who I dealt with was very helpful and knowledgeable.,5
Kemberly McKenzie,They are some great people there help you answer all the questions u might need.,5
Sherna Goodson,"This was the very best borrowing experience I ever had. My Account person was knowledgeable warm, friendly and made me comfortable she guided me through my process with great care, I am going to recommend One Main in Clinton, MS and across the nation to all my friends and family everywhere.",4
Karl Spengler,I had to have a rep to help me through the one section due to a cliche in the online version. Other than that it was a good experience. Once completed/closed the loan amount was available in 24 hours.,5
Kathy Tommasin,The process was very easy and Ebonie was great to work with!,5
Rosa Lopez,"It was quick, transparent and a joy to work with Stephanie on my loan. I will recommend this office to anyone needing a loan.",5
Alan Brown,"had a great experience again , this is my second loan with one main . Shane was a great help , very good job ...Thank you !",5
Vinton Ghachu,"Amazing technology and very capable staff at the office, Mrs. Lisa and her staff were very professional and friendly, I got my funding the day I was told.Txs Mrs Lisa and Marie for all your help.God bless youMr KP",5
Cindy M,I had a great experience. Friendly and understanding of my loan needs,4
Maritza Montanez,These people are very nice and helpful. Good people to work with. Communication was great and everything was done in a timely fashion.,5
Cynthia Parker,Very good customer Service . Was very impressed with their team work. Very helpful and understanding and did everything in a good timely manner. Excellent job!!,5
Lupe Espinoza,Malibou helped me so much and I can not thank her enough,5
David Nusko,Quick response to issuing an auto loan. Everything done online including signing.,5
Laura Beck,The experience was great. We are leaving a great job well done 👍.,5
Michael Higgins,"They were nice, and kept the process simple.",5
Kathryn T.,EXCELLENT 5 STARS. PROFESSIONAL AND KIND,5
Robin Strickland,They were great it was fast and I had the money in my account the next day.,5
Thea,Awesome experience throughout the whole process and very helpful and knowledgeable.,2
Yolanda Cobos,They are excellent  working with has always done me good very fast and accurate .,5
Elouise Shick,"Was able to get the loan that I needed, pay of my car, and lower total monthly payments by almost $100 a month.",5
Ronald Nadler Jr,"POSITIVE EXPERIENCE FRIENDLY, COURTEOUS AND VERY HELPFUL. EASY TO APPLY ON LINE. HAD TO DOWNLOAD  REQUIRED DOCUMENTS. THEN WAIT FOR A CALL IR EMAIL. VERY EASY TO WORK WITH.",5
MELISSA,I love onemain I will use them every time I need a loan,5
Sharon Callegari,Definitely was helped and able to communicate the steps of the loan and with expediting the process,5
Deanna McKinney,"So far, I have had a very smooth experience and I’m looking forward to a long term relationship.",5
Sedrick Smith,Quick and Professional and Courteous. A+++++++,5
Angelita Cunningham,"It's was excellent, the lady was nice and very helpful. Thank you so much.",5
Valieska Rangelov,My visit was acceptable and briefly explained to the point. Thank you!,5
Elisib Cuevas Jr,you did very good and thank you very much i am enjoying my newer car thank you so very much Dean Daniels,5
Michael,"I had a great experience with the Pueblo Branch.  They were patient, kind and very helpful though this process.",5
Rington Kunst,Always fits my needs and staff are courteous.,5
Liller Bingham,"this was easier than taking your SAT,s my agent was like a son to us he was more patient than my wife, he was calm and clear in explaining the process. At our age those are two things we appreciate. Thank you, Branden.",5
Bobbie Jo Gentry,Very good most helpful very good. Work very friendly,5
Shelley Perkiss,"Fast, friendly and courteous!",5
Daniel Milford,5 they are very professional very knowledgeable and gave my husband and I excellent customer service.,5
Ziporah K,Very helpful  Jason made everything clear and quick thanks,5
Aida Ruiz,It's was a very good experience personal were very helpful n kind,5
Michael S.,Again this was a flawless smooth and transaction with a pleasant and knowledgeable representative.,5
Gayla Armenta,"It took a bit of time to get the loan, but one approved funds were deposited right the next day. Relatively easy to do business with.",5
SHERRIL BEASTON,"Carrie was very helpful, she explained everything to me ,very friendly I would definitely recommend going there for your financial needs",4
Rita Valdez Gonzalez,I appreciate the loan and working with me on when to start it to allow the first due date to be when I need it.  My credit is not the worst but not the best either so I know I pay dearly for that. I do wish the interest rate was less but I really needed the loan. Thank you.,5
Danette Rankin,"OMS staff are amazing! They are insightful, helpful, and efficient. I would highly recommend them to anyone.",5
Daryl K,"Didn’t like the process, it took longer to process due to inconsistency of the manager said she would call me back I had to keep calling her but in the end it worked out just not professional in my  opinion.",5
Aran Rodriguez Clemente,Wonderful service great staff friendly easy loan process,5
Loretta Grimes,Process was quick and friendly. Personnel were helpful and pleasant. Met my needs,5
Diane Moore,I always have good customer service with one main financial,5
Jennifer Metzger,"I have to say this process was very easy. Everyone at One Main was thoughtful and extremely helpful. There was no pressure to make a rush decision. I took my time, weighed my options and they were ready for me when I needed them.",5
YG,Customer service is excellent and very prompt with responding. Helped me when needed the most. Thank You very much!!,5
